osm_id,oneway,lanes,road_type,half_of_one,total_width,non_zero_means,classification,DotRef,DotRef_Lts,width
155441611,None,2,trunk_link,Yes,22.60,0.00,5,27087,DotRef,6.30
155441612,None,2,trunk_link,Yes,22.60,0.00,5,6458,DotRef,6.30
155491489,None,2,trunk_link,Yes,22.60,9.40,6,16104,DotRef,6.30
155511337,None,1,trunk_link,Yes,16.30,36.10,1c,26146,DotRef,3.15
155531169,None,1,trunk_link,Yes,16.30,0.00,5,26921,DotRef,3.15
155531668,None,2,trunk_link,Yes,22.60,11.20,4a,26921,DotRef,6.30
155543400,None,2,trunk_link,Yes,22.60,5.80,6,16104,DotRef,6.30
155851970,None,2,trunk_link,Yes,22.60,8.00,6,6201,DotRef,6.30
156067009,None,2,trunk_link,Yes,22.60,19.80,1a,28521,DotRef,6.30
156123910,None,2,trunk_link,Yes,22.60,7.50,6,74531,DotRef,6.30
156124292,None,2,trunk_link,Yes,22.60,0.00,5,36660,DotRef,6.30
156391628,None,2,trunk_link,Yes,22.60,None,6,156391628,trunk_link,6.30
157180758,None,2,trunk_link,Yes,22.60,7.20,6,6216,DotRef,6.30
157314575,None,1,trunk_link,Yes,16.30,17.50,4a,57755,DotRef,3.15
157534999,None,2,trunk_link,Yes,22.60,9.00,6,16404,DotRef,6.30
160732185,None,2,trunk_link,Yes,22.60,None,6,160732185,trunk_link,6.30
160945585,None,2,trunk_link,None,12.30,None,6,160945585,trunk_link,6.30
161038329,None,2,trunk_link,Yes,22.60,4.00,6,38569,DotRef,6.30
161590434,None,1,trunk_link,Yes,16.30,7.50,6,74530,DotRef,3.15
162153760,None,2,trunk_link,Yes,22.60,16.30,4a,26824,DotRef,6.30
162153761,None,2,trunk_link,Yes,22.60,11.70,4a,26824,DotRef,6.30
162602219,None,1,trunk_link,Yes,16.30,None,6,16431,DotRef,3.15
162681249,None,2,trunk_link,Yes,22.60,7.70,6,57115,DotRef,6.30
163028351,None,2,trunk_link,Yes,22.60,6.00,6,26824,DotRef,6.30
163298805,None,2,trunk_link,Yes,22.60,0.00,5,163298805,trunk_link,6.30
164759817,None,1,trunk_link,Yes,16.30,0.00,5,164759817,trunk_link,3.15
167402216,None,2,trunk_link,Yes,22.60,6.60,6,18455,DotRef,6.30
169832170,None,1,trunk_link,Yes,16.30,0.00,5,56112,DotRef,3.15
170227943,None,2,trunk_link,Yes,22.60,0.00,5,170227943,trunk_link,6.30
173469070,None,1,trunk_link,Yes,16.30,None,6,46112,DotRef,3.15
173469071,None,2,trunk_link,Yes,22.60,None,6,26190,DotRef,6.30
173469073,None,2,trunk_link,Yes,22.60,None,6,46112,DotRef,6.30
173469074,None,1,trunk_link,Yes,16.30,None,6,26190,DotRef,3.15
174548085,None,2,trunk_link,Yes,22.60,0.00,5,70049,DotRef,6.30
177218524,None,2,trunk_link,Yes,22.60,7.00,6,58130,DotRef,6.30
177537816,None,2,trunk_link,Yes,22.60,20.20,2b,8509,DotRef,6.30
177537818,None,2,trunk_link,Yes,22.60,18.70,2a,8509,DotRef,6.30
177686211,None,2,trunk_link,Yes,22.60,16.10,3a,49035,DotRef,6.30
178560441,None,2,trunk_link,Yes,22.60,15.40,3a,39035,DotRef,6.30
178887301,None,2,trunk_link,Yes,22.60,0.00,5,46211,DotRef,6.30
178887309,None,1,trunk_link,Yes,16.30,None,6,46211,DotRef,3.15
179491302,None,2,trunk_link,Yes,22.60,None,6,26190,DotRef,6.30
182658348,None,1,trunk_link,Yes,16.30,6.80,6,46804,DotRef,3.15
182821215,None,2,trunk_link,Yes,22.60,0.00,5,36310,DotRef,6.30
183040006,None,2,trunk_link,Yes,22.60,6.90,6,26180,DotRef,6.30
183043105,None,2,trunk_link,None,12.30,0.00,5,26180,DotRef,6.30
183292125,None,2,trunk_link,Yes,22.60,10.30,1a,2343,Lts,6.30
183321213,None,1,trunk_link,Yes,16.30,21.10,2b,6152,DotRef,3.15
183420162,None,2,trunk_link,Yes,22.60,9.40,6,74540,DotRef,6.30
183765516,None,2,trunk_link,Yes,22.60,None,6,183765516,trunk_link,6.30
183765517,None,1,trunk_link,Yes,16.30,None,6,183765517,trunk_link,3.15
184132664,None,1,trunk_link,Yes,16.30,7.10,6,17577,DotRef,3.15
184793682,None,1,trunk_link,Yes,16.30,7.00,6,46211,DotRef,3.15
184795601,None,2,trunk_link,Yes,22.60,7.10,6,17280,Lts,6.30
184799116,None,2,trunk_link,Yes,22.60,0.00,5,37116,DotRef,6.30
185524369,None,1,trunk_link,Yes,16.30,8.50,6,17021,DotRef,3.15
185972187,None,2,trunk_link,Yes,22.60,0.00,5,71000,DotRef,6.30
189194515,None,2,trunk_link,Yes,22.60,7.40,6,56910,DotRef,6.30
189196565,None,1,trunk_link,Yes,16.30,8.70,6,16104,DotRef,3.15
189196571,None,2,trunk_link,Yes,22.60,6.80,6,16104,DotRef,6.30
189198486,None,1,trunk_link,Yes,16.30,24.80,4b,99901,DotRef,3.15
189198487,None,1,trunk_link,Yes,16.30,4.90,6,36113,DotRef,3.15
189198488,None,1,trunk_link,Yes,16.30,6.20,6,99901,DotRef,3.15
190098538,None,2,trunk_link,Yes,22.60,0.00,5,18476,DotRef,6.30
190098539,None,2,trunk_link,Yes,22.60,0.00,5,26118,DotRef,6.30
190473956,None,2,trunk_link,Yes,22.60,7.30,6,6901,DotRef,6.30
190473962,None,2,trunk_link,Yes,22.60,8.50,6,6901,DotRef,6.30
190507683,None,2,trunk_link,Yes,22.60,13.10,4a,26921,DotRef,6.30
191043838,None,2,trunk_link,Yes,22.60,None,6,18438,DotRef,6.30
191055553,None,2,trunk_link,Yes,22.60,None,6,7789,DotRef,6.30
191921836,None,3,trunk_link,Yes,28.90,7.70,6,26180,DotRef,9.45
191921837,None,4,trunk_link,Yes,35.20,5.80,6,15514,Lts,12.60
192144342,None,2,trunk_link,Yes,22.60,6.50,6,18340,DotRef,6.30
194911569,None,2,trunk_link,Yes,22.60,7.60,6,74540,DotRef,6.30
194911570,None,2,trunk_link,Yes,22.60,7.80,6,74540,DotRef,6.30
194912121,None,2,trunk_link,Yes,22.60,12.30,1a,74540,DotRef,6.30
195213098,None,2,trunk_link,Yes,22.60,0.00,5,46437,DotRef,6.30
195942853,None,2,trunk_link,Yes,22.60,16.30,2a,39035,DotRef,6.30
196971575,None,2,trunk_link,Yes,22.60,None,6,7177,Lts,6.30
198038759,None,2,trunk_link,Yes,22.60,7.50,6,18877,Lts,6.30
198081826,None,2,trunk_link,Yes,22.60,8.30,6,37113,DotRef,6.30
198082233,None,2,trunk_link,Yes,22.60,30.80,4c,7055,DotRef,6.30
199164095,None,2,trunk_link,Yes,22.60,None,6,36247,DotRef,6.30
199164096,None,2,trunk_link,Yes,22.60,None,6,36247,DotRef,6.30
199434329,None,2,trunk_link,Yes,22.60,7.10,6,27917,DotRef,6.30
199696865,None,2,trunk_link,Yes,22.60,4.90,6,17022,DotRef,6.30
199698058,None,2,trunk_link,Yes,22.60,0.00,5,48610,DotRef,6.30
201054926,None,2,trunk_link,Yes,22.60,7.20,6,56467,DotRef,6.30
201475200,None,2,trunk_link,Yes,22.60,8.90,6,74534,DotRef,6.30
201475842,None,2,trunk_link,Yes,22.60,7.80,6,74534,DotRef,6.30
201479777,None,2,trunk_link,Yes,22.60,8.70,6,74540,DotRef,6.30
201699999,None,2,trunk_link,Yes,22.60,7.20,6,942402,DotRef,6.30
201700000,None,2,trunk_link,Yes,22.60,7.00,6,942402,DotRef,6.30
201903480,None,1,trunk_link,Yes,16.30,0.00,5,6122,DotRef,3.15
201903483,None,1,trunk_link,Yes,16.30,19.10,3a,37112,DotRef,3.15
202816722,None,2,trunk_link,Yes,22.60,0.00,5,27088,DotRef,6.30
203188097,None,2,trunk_link,Yes,22.60,9.30,6,16433,DotRef,6.30
203189364,None,2,trunk_link,Yes,22.60,7.00,6,16433,DotRef,6.30
203252111,None,2,trunk_link,Yes,22.60,None,6,99758,DotRef,6.30
203933726,None,2,trunk_link,Yes,22.60,11.90,2a,15514,Lts,6.30
203933735,None,4,trunk_link,Yes,35.20,0.00,5,15514,Lts,12.60
204035155,None,2,trunk_link,Yes,22.60,33.30,1c,26643,DotRef,6.30
204035156,None,2,trunk_link,Yes,22.60,10.20,2a,26643,DotRef,6.30
204036496,None,2,trunk_link,Yes,22.60,11.10,1a,26643,DotRef,6.30
204037392,None,2,trunk_link,Yes,22.60,4.40,6,6216,DotRef,6.30
204040188,None,2,trunk_link,Yes,22.60,0.00,5,58446,DotRef,6.30
204040189,None,2,trunk_link,Yes,22.60,7.20,6,58446,DotRef,6.30
204040569,None,2,trunk_link,Yes,22.60,8.90,6,6216,DotRef,6.30
204329538,None,2,trunk_link,Yes,22.60,6.40,6,58446,DotRef,6.30
204331565,None,2,trunk_link,Yes,22.60,7.30,6,58446,DotRef,6.30
204335802,None,2,trunk_link,Yes,22.60,7.90,6,204335802,trunk_link,6.30
204336534,None,1,trunk_link,Yes,16.30,8.00,6,5821,Lts,3.15
204336541,None,1,trunk_link,Yes,16.30,7.80,6,6071,DotRef,3.15
204336965,no,2,trunk_link,None,12.30,10.70,2a,5821,Lts,6.30
204338012,None,3,trunk_link,Yes,28.90,0.00,5,74530,DotRef,9.45
204338215,None,2,trunk_link,Yes,22.60,0.00,5,74530,DotRef,6.30
204338221,None,2,trunk_link,Yes,22.60,0.00,5,74530,DotRef,6.30
204338380,None,1,trunk_link,Yes,16.30,0.00,5,74530,DotRef,3.15
204338509,None,2,trunk_link,Yes,22.60,0.00,5,70049,DotRef,6.30
204338511,None,2,trunk_link,Yes,22.60,0.00,5,70049,DotRef,6.30
204339060,None,1,trunk_link,Yes,16.30,11.00,3a,74528,DotRef,3.15
204339061,None,1,trunk_link,Yes,16.30,9.60,6,74528,DotRef,3.15
204339062,None,1,trunk_link,Yes,16.30,10.70,3a,74528,DotRef,3.15
204339063,None,1,trunk_link,Yes,16.30,10.10,3a,74528,DotRef,3.15
204339213,None,1,trunk_link,Yes,16.30,7.30,6,204339213,trunk_link,3.15
204394273,None,1,trunk_link,Yes,16.30,0.00,5,78379,DotRef,3.15
204394277,None,1,trunk_link,Yes,16.30,0.00,5,78379,DotRef,3.15
204424063,None,2,trunk_link,Yes,22.60,0.00,5,36660,DotRef,6.30
204424065,None,2,trunk_link,Yes,22.60,0.00,5,36660,DotRef,6.30
204424942,None,2,trunk_link,Yes,22.60,8.50,6,74531,DotRef,6.30
204619423,None,2,trunk_link,Yes,22.60,None,6,7177,Lts,6.30
204693095,None,2,trunk_link,Yes,22.60,7.30,6,28672,DotRef,6.30
204771881,None,1,trunk_link,Yes,16.30,10.00,6,36951,DotRef,3.15
204875878,None,2,trunk_link,Yes,22.60,8.00,6,56091,DotRef,6.30
204883638,None,2,trunk_link,Yes,22.60,6.00,6,58266,DotRef,6.30
204886691,None,2,trunk_link,Yes,22.60,5.90,6,56910,DotRef,6.30
204886694,None,2,trunk_link,Yes,22.60,0.00,5,48580,DotRef,6.30
204886875,None,2,trunk_link,Yes,22.60,6.20,6,16104,DotRef,6.30
204887035,None,1,trunk_link,Yes,16.30,6.10,6,56112,DotRef,3.15
205678824,None,2,trunk_link,Yes,22.60,0.00,5,70049,DotRef,6.30
206082560,None,1,trunk_link,Yes,16.30,0.00,5,70049,DotRef,3.15
206416765,None,2,trunk_link,Yes,22.60,31.70,3c,56909,DotRef,6.30
206417203,None,2,trunk_link,Yes,22.60,31.50,4c,28521,DotRef,6.30
206477322,None,1,trunk_link,Yes,16.30,0.00,5,206477322,trunk_link,3.15
209241163,None,1,trunk_link,Yes,16.30,14.00,1a,36119,DotRef,3.15
209253082,None,2,trunk_link,Yes,22.60,14.40,2a,28505,DotRef,6.30
209257191,None,2,trunk_link,Yes,22.60,14.80,1a,28505,DotRef,6.30
210321021,None,1,trunk_link,Yes,16.30,9.20,6,37266,DotRef,3.15
210335524,None,1,trunk_link,Yes,16.30,7.80,6,36076,DotRef,3.15
210335912,None,1,trunk_link,Yes,16.30,9.70,6,56075,DotRef,3.15
210335913,None,1,trunk_link,Yes,16.30,10.30,1a,46653,DotRef,3.15
210336165,None,1,trunk_link,Yes,16.30,11.10,1a,6075,DotRef,3.15
210337713,None,1,trunk_link,Yes,16.30,19.20,3a,6459,DotRef,3.15
212223338,None,1,trunk_link,Yes,16.30,8.50,6,58231,DotRef,3.15
212225834,None,2,trunk_link,Yes,22.60,0.00,5,58231,DotRef,6.30
212225836,None,2,trunk_link,Yes,22.60,0.00,5,58231,DotRef,6.30
212225837,None,2,trunk_link,Yes,22.60,0.00,5,58231,DotRef,6.30
212581045,None,2,trunk_link,Yes,22.60,10.60,1a,37709,DotRef,6.30
215583921,None,1,trunk_link,Yes,16.30,0.00,5,215583921,trunk_link,3.15
216699235,None,2,trunk_link,Yes,22.60,6.80,6,38664,DotRef,6.30
217323579,None,2,trunk_link,Yes,22.60,6.90,6,56029,DotRef,6.30
217323582,None,2,trunk_link,Yes,22.60,0.00,5,56029,DotRef,6.30
217863379,None,2,trunk_link,None,12.30,None,6,217863379,trunk_link,6.30
220524953,None,2,trunk_link,Yes,22.60,9.10,6,26434,DotRef,6.30
223418915,None,2,trunk_link,Yes,22.60,6.90,6,13240,Lts,6.30
224301260,None,2,trunk_link,Yes,22.60,9.20,6,27668,DotRef,6.30
224335464,None,2,trunk_link,Yes,22.60,0.00,5,78347,DotRef,6.30
224336247,None,2,trunk_link,Yes,22.60,0.00,5,78347,DotRef,6.30
224337172,None,2,trunk_link,Yes,22.60,None,6,46437,DotRef,6.30
224810339,None,2,trunk_link,Yes,22.60,13.90,4a,47788,DotRef,6.30
224810340,None,2,trunk_link,Yes,22.60,8.60,6,38167,DotRef,6.30
225890941,None,2,trunk_link,Yes,22.60,7.60,6,26117,DotRef,6.30
225891373,None,2,trunk_link,Yes,22.60,7.80,6,26117,DotRef,6.30
226020898,None,2,trunk_link,Yes,22.60,0.00,5,226020898,trunk_link,6.30
226052079,None,1,trunk_link,Yes,16.30,7.70,6,16111,DotRef,3.15
226052080,None,1,trunk_link,Yes,16.30,8.30,6,16111,DotRef,3.15
226516051,None,1,trunk_link,Yes,16.30,7.50,6,74531,DotRef,3.15
226741489,None,1,trunk_link,Yes,16.30,18.30,1a,6152,DotRef,3.15
226757202,None,2,trunk_link,Yes,22.60,71.80,4c,7055,DotRef,6.30
227791233,None,1,trunk_link,Yes,16.30,5.20,6,48611,DotRef,3.15
227792780,None,1,trunk_link,Yes,16.30,7.10,6,16197,DotRef,3.15
228238250,None,1,trunk_link,Yes,16.30,None,6,228238250,trunk_link,3.15
228681595,None,2,trunk_link,Yes,22.60,8.40,6,57056,DotRef,6.30
228681596,None,2,trunk_link,Yes,22.60,0.00,5,27087,DotRef,6.30
228681597,None,2,trunk_link,Yes,22.60,11.70,4a,27087,DotRef,6.30
228681598,None,2,trunk_link,Yes,22.60,7.10,6,57056,DotRef,6.30
228681599,None,2,trunk_link,Yes,22.60,0.00,5,6458,DotRef,6.30
228681600,None,2,trunk_link,Yes,22.60,5.20,6,26463,DotRef,6.30
228681601,None,2,trunk_link,Yes,22.60,11.90,3a,27087,DotRef,6.30
228681602,None,2,trunk_link,Yes,22.60,11.60,2a,27087,DotRef,6.30
228767345,None,2,trunk_link,Yes,22.60,0.00,5,6458,DotRef,6.30
228966303,None,2,trunk_link,Yes,22.60,None,6,7177,Lts,6.30
229318979,None,2,trunk_link,Yes,22.60,7.70,6,48644,DotRef,6.30
229640864,None,2,trunk_link,Yes,22.60,7.00,6,15514,Lts,6.30
230161698,None,2,trunk_link,Yes,22.60,0.00,5,27087,DotRef,6.30
230457798,None,2,trunk_link,None,12.30,0.00,5,46111,DotRef,6.30
230457799,None,2,trunk_link,None,12.30,0.00,5,230457799,trunk_link,6.30
230511247,None,2,trunk_link,Yes,22.60,12.10,2a,48146,DotRef,6.30
230511296,None,2,trunk_link,Yes,22.60,8.00,6,48146,DotRef,6.30
231762737,None,2,trunk_link,Yes,22.60,0.00,5,16405,DotRef,6.30
231762738,None,2,trunk_link,Yes,22.60,0.00,5,16405,DotRef,6.30
231875911,None,1,trunk_link,Yes,16.30,10.50,1a,74540,DotRef,3.15
232296909,None,2,trunk_link,Yes,22.60,8.90,6,18526,DotRef,6.30
232296910,None,2,trunk_link,Yes,22.60,0.00,5,18526,DotRef,6.30
232296911,None,2,trunk_link,Yes,22.60,6.40,6,18526,DotRef,6.30
232296912,None,2,trunk_link,Yes,22.60,6.00,6,18526,DotRef,6.30
232296913,None,2,trunk_link,Yes,22.60,10.50,2a,18526,DotRef,6.30
232297326,None,2,trunk_link,Yes,22.60,7.10,6,18526,DotRef,6.30
232314324,None,2,trunk_link,Yes,22.60,None,6,232314324,trunk_link,6.30
232342747,None,2,trunk_link,Yes,22.60,6.20,6,74925,DotRef,6.30
232342748,None,2,trunk_link,Yes,22.60,0.00,5,74924,DotRef,6.30
232342754,None,2,trunk_link,Yes,22.60,0.00,5,74925,DotRef,6.30
232344231,None,2,trunk_link,Yes,22.60,0.00,5,74922,DotRef,6.30
232344232,None,2,trunk_link,Yes,22.60,0.00,5,74922,DotRef,6.30
232852282,None,2,trunk_link,Yes,22.60,0.00,5,6429,DotRef,6.30
232852283,None,2,trunk_link,Yes,22.60,7.10,6,36438,DotRef,6.30
233236087,None,2,trunk_link,Yes,22.60,11.20,2a,27087,DotRef,6.30
233620494,None,2,trunk_link,Yes,22.60,6.00,6,8509,DotRef,6.30
233620495,None,2,trunk_link,Yes,22.60,7.20,6,8509,DotRef,6.30
235364898,None,2,trunk_link,Yes,22.60,None,6,46847,DotRef,6.30
235745194,None,2,trunk_link,Yes,22.60,6.30,6,6216,DotRef,6.30
235748226,None,2,trunk_link,Yes,22.60,0.00,5,27087,DotRef,6.30
235748227,None,1,trunk_link,Yes,16.30,9.30,6,27087,DotRef,3.15
235971527,None,1,trunk_link,Yes,16.30,6.70,6,17021,DotRef,3.15
236057333,None,2,trunk_link,Yes,22.60,None,6,236057333,trunk_link,6.30
236061947,None,2,trunk_link,Yes,22.60,0.00,5,28672,DotRef,6.30
237316625,None,1,trunk_link,Yes,16.30,None,6,56282,DotRef,3.15
237401955,None,2,trunk_link,Yes,22.60,9.80,6,26080,DotRef,6.30
237666142,None,2,trunk_link,Yes,22.60,0.00,5,38664,DotRef,6.30
237741126,None,3,trunk_link,Yes,28.90,7.00,6,26434,DotRef,9.45
237741211,None,2,trunk_link,Yes,22.60,6.80,6,26434,DotRef,6.30
237741377,None,2,trunk_link,Yes,22.60,9.80,6,56436,DotRef,6.30
237741671,None,1,trunk_link,Yes,16.30,0.00,5,56436,DotRef,3.15
238220045,None,2,trunk_link,Yes,22.60,6.70,6,48644,DotRef,6.30
238220929,None,2,trunk_link,Yes,22.60,6.00,6,38663,DotRef,6.30
238221220,None,2,trunk_link,Yes,22.60,0.00,5,38663,DotRef,6.30
238221221,None,2,trunk_link,Yes,22.60,0.00,5,38664,DotRef,6.30
238222126,None,2,trunk_link,Yes,22.60,0.00,5,58266,DotRef,6.30
238222128,None,2,trunk_link,Yes,22.60,0.00,5,8576,DotRef,6.30
238314725,None,1,trunk_link,Yes,16.30,7.40,6,74532,DotRef,3.15
238316717,None,2,trunk_link,Yes,22.60,7.20,6,74532,DotRef,6.30
238319127,None,2,trunk_link,Yes,22.60,6.70,6,74531,DotRef,6.30
238319647,None,2,trunk_link,Yes,22.60,5.70,6,74532,DotRef,6.30
238320153,None,2,trunk_link,Yes,22.60,6.80,6,74532,DotRef,6.30
238640116,None,2,trunk_link,Yes,22.60,7.30,6,58446,DotRef,6.30
238645610,None,2,trunk_link,Yes,22.60,0.00,5,58266,DotRef,6.30
238645611,None,2,trunk_link,Yes,22.60,0.00,5,8576,DotRef,6.30
238645612,None,2,trunk_link,Yes,22.60,0.00,5,58266,DotRef,6.30
238645613,None,2,trunk_link,Yes,22.60,6.00,6,58266,DotRef,6.30
239003646,None,2,trunk_link,Yes,22.60,11.00,2a,99902,DotRef,6.30
240211373,None,2,trunk_link,Yes,22.60,0.00,5,240211373,trunk_link,6.30
240211374,None,2,trunk_link,Yes,22.60,0.00,5,240211374,trunk_link,6.30
240211375,None,2,trunk_link,Yes,22.60,0.00,5,240211375,trunk_link,6.30
240211376,None,2,trunk_link,Yes,22.60,0.00,5,240211376,trunk_link,6.30
240214608,None,1,trunk_link,Yes,16.30,None,6,48774,DotRef,3.15
240331133,None,2,trunk_link,Yes,22.60,None,6,240331133,trunk_link,6.30
240331135,None,2,trunk_link,Yes,22.60,None,6,240331135,trunk_link,6.30
240331136,None,2,trunk_link,Yes,22.60,None,6,240331136,trunk_link,6.30
240340706,None,1,trunk_link,Yes,16.30,18.20,2a,17639,DotRef,3.15
240341758,None,2,trunk_link,Yes,22.60,18.10,3a,17639,DotRef,6.30
240639742,None,2,trunk_link,Yes,22.60,8.90,6,6071,DotRef,6.30
240639745,None,2,trunk_link,Yes,22.60,8.10,6,6071,DotRef,6.30
240640291,None,2,trunk_link,Yes,22.60,8.80,6,27917,DotRef,6.30
240643799,None,1,trunk_link,Yes,16.30,7.30,6,240643799,trunk_link,3.15
241709829,None,2,trunk_link,Yes,22.60,None,6,241709829,trunk_link,6.30
243577309,None,2,trunk_link,Yes,22.60,7.10,6,79998,DotRef,6.30
243577315,None,2,trunk_link,Yes,22.60,7.50,6,37113,DotRef,6.30
243581293,None,2,trunk_link,Yes,22.60,7.20,6,7052,DotRef,6.30
244551035,None,2,trunk_link,Yes,22.60,6.80,6,46217,DotRef,6.30
244564595,None,4,trunk_link,Yes,35.20,0.00,5,48610,DotRef,12.60
244567802,None,2,trunk_link,Yes,22.60,0.00,5,28672,DotRef,6.30
244567820,None,2,trunk_link,Yes,22.60,0.00,5,28672,DotRef,6.30
244567824,None,2,trunk_link,Yes,22.60,0.00,5,28672,DotRef,6.30
244567832,None,2,trunk_link,Yes,22.60,7.20,6,28672,DotRef,6.30
244577572,None,1,trunk_link,Yes,16.30,4.00,6,28672,DotRef,3.15
244577574,None,2,trunk_link,Yes,22.60,10.90,3a,28672,DotRef,6.30
244577576,None,2,trunk_link,Yes,22.60,4.00,6,28672,DotRef,6.30
244577577,None,3,trunk_link,Yes,28.90,7.30,6,28672,DotRef,9.45
244899230,None,4,trunk_link,Yes,35.20,None,6,99758,DotRef,12.60
244899714,None,1,trunk_link,Yes,16.30,None,6,38792,DotRef,3.15
244917373,None,2,trunk_link,Yes,22.60,None,6,36247,DotRef,6.30
244917375,None,2,trunk_link,Yes,22.60,None,6,36247,DotRef,6.30
246420352,None,2,trunk_link,Yes,22.60,7.00,6,74528,DotRef,6.30
246420354,None,1,trunk_link,Yes,16.30,6.80,6,74528,DotRef,3.15
246420356,None,2,trunk_link,Yes,22.60,7.40,6,74528,DotRef,6.30
246420357,None,1,trunk_link,Yes,16.30,10.70,3a,74528,DotRef,3.15
246420358,None,2,trunk_link,Yes,22.60,6.70,6,27917,DotRef,6.30
246420363,None,1,trunk_link,Yes,16.30,11.30,3a,74528,DotRef,3.15
246420365,None,2,trunk_link,Yes,22.60,7.40,6,74528,DotRef,6.30
246548941,None,1,trunk_link,Yes,16.30,0.00,5,70049,DotRef,3.15
246548942,None,2,trunk_link,Yes,22.60,0.00,5,70049,DotRef,6.30
246548943,None,1,trunk_link,Yes,16.30,0.00,5,70049,DotRef,3.15
246549732,None,3,trunk_link,Yes,28.90,0.00,5,74530,DotRef,9.45
246557566,None,1,trunk_link,Yes,16.30,4.00,6,16404,DotRef,3.15
247342162,None,2,trunk_link,Yes,22.60,0.00,5,18526,DotRef,6.30
251048870,None,4,trunk_link,Yes,35.20,6.60,6,48810,DotRef,12.60
251048872,None,3,trunk_link,Yes,28.90,0.00,5,48810,DotRef,9.45
251049031,None,1,trunk_link,Yes,16.30,8.00,6,49028,DotRef,3.15
253735611,None,2,trunk_link,Yes,22.60,7.90,6,46109,DotRef,6.30
253736662,None,1,trunk_link,Yes,16.30,7.50,6,26794,DotRef,3.15
254421504,None,2,trunk_link,Yes,22.60,None,6,254421504,trunk_link,6.30
255921840,None,1,trunk_link,Yes,16.30,6.10,6,38683,DotRef,3.15
255921933,None,2,trunk_link,Yes,22.60,7.20,6,70049,DotRef,6.30
256650633,None,2,trunk_link,Yes,22.60,9.00,6,56711,DotRef,6.30
256651393,None,1,trunk_link,Yes,16.30,5.90,6,6901,DotRef,3.15
256651394,None,2,trunk_link,Yes,22.60,7.60,6,6901,DotRef,6.30
256651834,None,2,trunk_link,Yes,22.60,0.00,5,26921,DotRef,6.30
257359578,None,1,trunk_link,Yes,16.30,6.80,6,26211,DotRef,3.15
260621253,None,2,trunk_link,Yes,22.60,11.00,3a,2343,Lts,6.30
261803770,None,2,trunk_link,Yes,22.60,0.00,5,27089,DotRef,6.30
261979525,None,2,trunk_link,Yes,22.60,None,6,261979525,trunk_link,6.30
262947052,None,2,trunk_link,Yes,22.60,7.30,6,7058,DotRef,6.30
262949506,None,2,trunk_link,Yes,22.60,6.00,6,17022,DotRef,6.30
262949528,None,2,trunk_link,Yes,22.60,7.00,6,17022,DotRef,6.30
264010258,None,2,trunk_link,Yes,22.60,7.40,6,46217,DotRef,6.30
266158041,None,2,trunk_link,Yes,22.60,0.00,5,266158041,trunk_link,6.30
266158043,None,2,trunk_link,Yes,22.60,0.00,5,16111,DotRef,6.30
266158325,None,2,trunk_link,Yes,22.60,16.80,3a,16111,DotRef,6.30
267061430,None,2,trunk_link,Yes,22.60,7.20,6,56308,DotRef,6.30
267061877,None,2,trunk_link,Yes,22.60,7.90,6,59008,DotRef,6.30
267803423,None,1,trunk_link,Yes,16.30,16.80,2a,16111,DotRef,3.15
267812019,None,2,trunk_link,Yes,22.60,0.00,5,16111,DotRef,6.30
267832458,None,2,trunk_link,Yes,22.60,38.80,4c,267832458,trunk_link,6.30
267832461,None,2,trunk_link,Yes,22.60,8.80,6,36120,DotRef,6.30
267832464,None,1,trunk_link,Yes,16.30,7.30,6,36120,DotRef,3.15
267845647,None,1,trunk_link,Yes,16.30,0.00,5,26012,DotRef,3.15
271203500,None,1,trunk_link,Yes,16.30,6.90,6,37113,DotRef,3.15
271217911,None,1,trunk_link,Yes,16.30,6.60,6,74691,DotRef,3.15
275492514,None,2,trunk_link,Yes,22.60,0.00,5,275492514,trunk_link,6.30
281455880,None,1,trunk_link,Yes,16.30,0.00,5,281455880,trunk_link,3.15
281455881,None,1,trunk_link,Yes,16.30,0.00,5,281455881,trunk_link,3.15
281455883,None,1,trunk_link,Yes,16.30,0.00,5,281455883,trunk_link,3.15
281455885,None,1,trunk_link,Yes,16.30,0.00,5,281455885,trunk_link,3.15
281455887,None,1,trunk_link,Yes,16.30,0.00,5,281455887,trunk_link,3.15
281455890,None,1,trunk_link,Yes,16.30,0.00,5,281455890,trunk_link,3.15
281455893,None,1,trunk_link,Yes,16.30,0.00,5,281455893,trunk_link,3.15
281455896,None,1,trunk_link,Yes,16.30,0.00,5,281455896,trunk_link,3.15
281455898,None,1,trunk_link,Yes,16.30,0.00,5,281455898,trunk_link,3.15
287649218,None,2,trunk_link,Yes,22.60,None,6,287649218,trunk_link,6.30
287649219,None,1,trunk_link,Yes,16.30,0.00,5,287649219,trunk_link,3.15
287649220,None,1,trunk_link,Yes,16.30,0.00,5,287649220,trunk_link,3.15
288244787,None,1,trunk_link,Yes,16.30,12.60,3a,6752,DotRef,3.15
288244788,None,1,trunk_link,Yes,16.30,10.50,3a,6752,DotRef,3.15
288787375,None,2,trunk_link,Yes,22.60,0.00,5,56097,DotRef,6.30
290470457,None,2,trunk_link,Yes,22.60,None,6,290470457,trunk_link,6.30
290470458,None,1,trunk_link,Yes,16.30,None,6,290470458,trunk_link,3.15
290470459,None,1,trunk_link,Yes,16.30,None,6,290470459,trunk_link,3.15
