osm_id,oneway,lanes,road_type,half_of_one,total_width,non_zero_means,classification,DotRef,DotRef_Lts,width
98552706,None,2,primary,None,12.30,7.00,6,8515,DotRef,6.30
98552707,None,2,primary,None,12.30,7.50,6,46920,DotRef,6.30
98649468,None,2,primary,None,12.30,6.90,6,36947,DotRef,6.30
98729910,None,2,primary,None,12.30,8.80,6,56149,DotRef,6.30
98857905,None,2,primary,None,12.30,6.50,6,17429,DotRef,6.30
98962522,None,1,primary,None,9.15,7.00,6,48426,DotRef,3.15
98962524,None,1,primary,None,9.15,7.70,6,27624,DotRef,3.15
99069368,no,2,primary,None,12.30,0.00,5,48812,DotRef,6.30
99345432,None,2,primary,None,12.30,0.00,5,36679,DotRef,6.30
99345459,None,2,primary,None,12.30,0.00,5,16634,DotRef,6.30
99365517,None,2,primary,None,12.30,0.00,5,56673,DotRef,6.30
99895781,None,2,primary,None,12.30,10.00,1a,36681,DotRef,6.30
99895783,None,2,primary,None,12.30,7.20,6,36681,DotRef,6.30
99895808,None,2,primary,None,12.30,6.90,6,16631,DotRef,6.30
99895878,None,2,primary,None,12.30,12.80,2a,36676,DotRef,6.30
99944947,None,2,primary,None,12.30,73.60,2c,17915,DotRef,6.30
99944952,None,2,primary,None,12.30,75.70,2c,17915,DotRef,6.30
99944955,None,1,primary,None,9.15,15.90,2a,58306,DotRef,3.15
99951771,None,2,primary,None,12.30,8.20,6,26672,DotRef,6.30
99961322,None,2,primary,None,12.30,7.50,6,27783,DotRef,6.30
100076118,no,2,primary,None,12.30,7.00,6,46668,DotRef,6.30
100076154,None,2,primary,None,12.30,7.50,6,56897,DotRef,6.30
100209128,None,2,primary,None,12.30,0.00,5,38836,DotRef,6.30
100293532,None,2,primary,None,12.30,25.90,3b,17637,DotRef,6.30
100485812,None,3,primary,None,15.45,12.90,4a,8376,DotRef,9.45
100514384,None,2,primary,None,12.30,15.30,2a,27784,DotRef,6.30
100514387,None,2,primary,None,12.30,20.10,2b,47786,DotRef,6.30
100520120,None,2,primary,None,12.30,15.80,1a,36669,DotRef,6.30
100527785,None,2,primary,None,12.30,8.00,6,8754,DotRef,6.30
100527788,None,2,primary,None,12.30,13.80,2a,8754,DotRef,6.30
100719539,None,2,primary,None,12.30,0.00,5,100719539,primary,6.30
100719553,None,2,primary,None,12.30,0.00,5,100719553,primary,6.30
100746920,None,2,primary,None,12.30,7.30,6,16631,DotRef,6.30
100746924,None,2,primary,None,12.30,6.50,6,16631,DotRef,6.30
100772165,None,2,primary,None,12.30,9.20,6,36945,DotRef,6.30
100791660,None,2,primary,None,12.30,9.50,6,18471,DotRef,6.30
100791667,None,2,primary,None,12.30,0.00,5,38695,DotRef,6.30
100893183,None,2,primary,None,12.30,8.60,6,56977,DotRef,6.30
100893184,None,2,primary,None,12.30,13.40,2a,17536,DotRef,6.30
100893189,None,2,primary,None,12.30,13.10,4a,56977,DotRef,6.30
100893190,None,2,primary,None,12.30,11.90,4a,17536,DotRef,6.30
100893192,no,2,primary,None,12.30,16.70,1a,70020,DotRef,6.30
100968809,None,2,primary,None,12.30,0.00,5,27733,DotRef,6.30
101072882,None,2,primary,None,12.30,6.70,6,46669,DotRef,6.30
101072884,None,2,primary,None,12.30,6.60,6,46669,DotRef,6.30
101103170,None,2,primary,None,12.30,6.40,6,36679,DotRef,6.30
101109344,None,1,primary,None,9.15,118.70,4c,26201,DotRef,3.15
101109350,None,1,primary,None,9.15,19.70,4a,26201,DotRef,3.15
101791284,None,2,primary,None,12.30,40.00,4c,38629,DotRef,6.30
101791285,None,2,primary,None,12.30,37.90,4c,38629,DotRef,6.30
101837476,None,2,primary,None,12.30,8.20,6,47604,DotRef,6.30
101837491,None,2,primary,None,12.30,7.80,6,38463,DotRef,6.30
101837493,None,2,primary,None,12.30,7.50,6,38463,DotRef,6.30
101837494,None,2,primary,None,12.30,10.30,1a,38463,DotRef,6.30
101837540,None,2,primary,None,12.30,11.90,2a,48701,DotRef,6.30
101954949,None,2,primary,None,12.30,0.00,5,6269,DotRef,6.30
101954958,None,2,primary,None,12.30,0.00,5,6269,DotRef,6.30
101982008,None,3,primary,None,15.45,25.20,3b,8469,DotRef,9.45
102459963,None,2,primary,None,12.30,6.60,6,36679,DotRef,6.30
102571898,None,2,primary,None,12.30,12.30,1a,6761,DotRef,6.30
102694211,None,2,primary,None,12.30,7.00,6,102694211,primary,6.30
102696344,None,2,primary,None,12.30,6.80,6,56236,DotRef,6.30
102856076,None,2,primary,None,12.30,8.90,6,16616,DotRef,6.30
102863283,None,2,primary,None,12.30,7.20,6,18488,DotRef,6.30
102863290,None,2,primary,None,12.30,7.10,6,18488,DotRef,6.30
103003977,None,2,primary,None,12.30,0.00,5,103003977,primary,6.30
103003978,None,2,primary,None,12.30,0.00,5,103003978,primary,6.30
103003981,None,2,primary,None,12.30,0.00,5,103003981,primary,6.30
103066789,None,3,primary,None,15.45,8.30,6,16616,DotRef,9.45
103089968,None,2,primary,None,12.30,0.00,5,38147,DotRef,6.30
103127443,None,2,primary,None,12.30,None,6,103127443,primary,6.30
103162806,None,3,primary,None,15.45,7.00,6,47943,DotRef,9.45
103456858,None,2,primary,None,12.30,0.00,5,99906,DotRef,6.30
103456859,None,2,primary,None,12.30,0.00,5,99906,DotRef,6.30
103456860,None,2,primary,None,12.30,0.00,5,99906,DotRef,6.30
103456864,None,2,primary,None,12.30,10.00,6,99906,DotRef,6.30
103472674,None,2,primary,None,12.30,None,6,103472674,primary,6.30
103472677,None,2,primary,None,12.30,0.00,5,103472677,primary,6.30
103472699,None,2,primary,None,12.30,10.20,2a,103472699,primary,6.30
103472703,None,2,primary,None,12.30,8.00,6,103472703,primary,6.30
103498546,None,2,primary,None,12.30,0.00,5,103498546,primary,6.30
103498547,None,2,primary,None,12.30,0.00,5,103498547,primary,6.30
103498548,None,2,primary,None,12.30,0.00,5,103498548,primary,6.30
103526532,None,2,primary,None,12.30,None,6,103526532,primary,6.30
103581629,None,2,primary,None,12.30,0.00,5,103581629,primary,6.30
103581677,None,2,primary,None,12.30,0.00,5,103581677,primary,6.30
103581681,None,2,primary,None,12.30,0.00,5,103581681,primary,6.30
103595784,None,2,primary,None,12.30,None,6,57111,DotRef,6.30
103595788,None,3,primary,None,15.45,None,6,57111,DotRef,9.45
103630560,None,2,primary,None,12.30,None,6,103630560,primary,6.30
103630563,None,2,primary,None,12.30,None,6,103630563,primary,6.30
103630784,None,2,primary,None,12.30,None,6,103630784,primary,6.30
103630785,None,2,primary,None,12.30,None,6,103630785,primary,6.30
103812688,None,2,primary,None,12.30,None,6,103812688,primary,6.30
103812689,None,2,primary,None,12.30,None,6,103812689,primary,6.30
103812696,None,2,primary,None,12.30,None,6,103812696,primary,6.30
103812702,None,2,primary,None,12.30,None,6,103812702,primary,6.30
103842314,None,2,primary,None,12.30,None,6,103842314,primary,6.30
103849691,None,2,primary,None,12.30,0.00,5,58392,DotRef,6.30
103849692,None,2,primary,None,12.30,0.00,5,73344,DotRef,6.30
103849693,None,2,primary,None,12.30,0.00,5,58392,DotRef,6.30
103849703,None,2,primary,None,12.30,0.00,5,73344,DotRef,6.30
103850095,None,2,primary,None,12.30,0.00,5,58392,DotRef,6.30
103850096,None,4,primary,None,18.60,6.50,6,58392,DotRef,12.60
103850665,None,3,primary,None,15.45,0.00,5,70049,DotRef,9.45
103850666,None,3,primary,None,15.45,0.00,5,70049,DotRef,9.45
103850667,None,4,primary,None,18.60,0.00,5,70049,DotRef,12.60
103850670,None,3,primary,None,15.45,0.00,5,70049,DotRef,9.45
103913132,None,2,primary,None,12.30,None,6,57239,DotRef,6.30
103913300,None,2,primary,None,12.30,7.00,6,46665,DotRef,6.30
103913301,None,2,primary,None,12.30,5.30,6,46665,DotRef,6.30
103915948,None,2,primary,None,12.30,7.10,6,56665,DotRef,6.30
103915960,None,2,primary,None,12.30,7.30,6,56665,DotRef,6.30
103917336,None,2,primary,None,12.30,0.00,5,27089,DotRef,6.30
103942354,None,2,primary,None,12.30,5.80,6,17017,DotRef,6.30
103942355,None,2,primary,None,12.30,7.30,6,17017,DotRef,6.30
103942356,None,3,primary,None,15.45,0.00,5,17017,DotRef,9.45
103942358,None,3,primary,None,15.45,0.00,5,17017,DotRef,9.45
103942359,None,3,primary,None,15.45,0.00,5,17017,DotRef,9.45
103942361,None,2,primary,None,12.30,5.30,6,17017,DotRef,6.30
103942365,None,2,primary,None,12.30,6.90,6,57123,DotRef,6.30
103942367,None,3,primary,None,15.45,0.00,5,17017,DotRef,9.45
103942368,None,2,primary,None,12.30,8.00,6,17017,DotRef,6.30
103942369,None,2,primary,None,12.30,6.70,6,17017,DotRef,6.30
103942929,None,3,primary,None,15.45,None,6,103942929,primary,9.45
103943724,None,4,primary,None,18.60,0.00,5,103943724,primary,12.60
103943728,None,2,primary,None,12.30,0.00,5,103943728,primary,6.30
104199699,None,2,primary,None,12.30,0.00,5,27527,DotRef,6.30
104199700,None,2,primary,None,12.30,0.00,5,27527,DotRef,6.30
104200307,None,2,primary,None,12.30,6.00,6,18648,DotRef,6.30
104200323,None,2,primary,None,12.30,0.00,5,18648,DotRef,6.30
104200620,None,2,primary,None,12.30,6.70,6,26648,DotRef,6.30
104209751,None,2,primary,None,12.30,None,6,36147,DotRef,6.30
104209753,None,2,primary,None,12.30,None,6,36147,DotRef,6.30
104211991,no,2,primary,None,12.30,0.00,5,104211991,primary,6.30
104289584,None,2,primary,None,12.30,None,6,104289584,primary,6.30
104289599,None,2,primary,None,12.30,None,6,104289599,primary,6.30
104289983,no,2,primary,None,12.30,None,6,46256,DotRef,6.30
104290621,None,2,primary,None,12.30,0.00,5,104290621,primary,6.30
104290626,None,2,primary,None,12.30,0.00,5,104290626,primary,6.30
104463977,None,2,primary,None,12.30,0.00,5,56520,DotRef,6.30
104495074,None,2,primary,None,12.30,0.00,5,58182,DotRef,6.30
104528751,None,2,primary,None,12.30,None,6,104528751,primary,6.30
104529613,None,2,primary,None,12.30,None,6,104529613,primary,6.30
104551820,None,2,primary,None,12.30,None,6,104551820,primary,6.30
104551823,None,2,primary,None,12.30,None,6,104551823,primary,6.30
104593726,None,3,primary,None,15.45,10.90,4a,8376,DotRef,9.45
104805040,None,2,primary,None,12.30,0.00,5,104805040,primary,6.30
104805041,None,2,primary,None,12.30,0.00,5,104805041,primary,6.30
104848782,None,2,primary,None,12.30,0.00,5,104848782,primary,6.30
104867630,None,2,primary,None,12.30,14.00,2a,46433,DotRef,6.30
105021260,None,2,primary,None,12.30,28.60,2b,79991,DotRef,6.30
105021586,None,2,primary,None,12.30,7.00,6,37543,DotRef,6.30
105082937,None,2,primary,None,12.30,7.00,6,99748,DotRef,6.30
105156372,None,2,primary,None,12.30,11.30,2a,56916,DotRef,6.30
105327391,no,2,primary,None,12.30,0.00,5,49007,DotRef,6.30
105483098,None,2,primary,None,12.30,16.50,1a,56614,DotRef,6.30
105661507,None,2,primary,None,12.30,0.00,5,105661507,primary,6.30
105661516,None,2,primary,None,12.30,0.00,5,105661516,primary,6.30
105661517,None,2,primary,None,12.30,0.00,5,105661517,primary,6.30
105661535,None,2,primary,None,12.30,0.00,5,105661535,primary,6.30
105706478,None,2,primary,None,12.30,7.40,6,14172,Lts,6.30
105706479,None,2,primary,None,12.30,10.50,3a,14172,Lts,6.30
105743980,None,2,primary,None,12.30,0.00,5,105743980,primary,6.30
105755559,None,2,primary,None,12.30,0.00,5,105755559,primary,6.30
105755561,None,2,primary,None,12.30,0.00,5,105755561,primary,6.30
105773671,no,3,primary,None,15.45,None,6,46256,DotRef,9.45
105774976,None,2,primary,None,12.30,0.00,5,105774976,primary,6.30
105774977,None,2,primary,None,12.30,None,6,73156,DotRef,6.30
105774978,None,2,primary,None,12.30,None,6,73156,DotRef,6.30
106048047,None,2,primary,None,12.30,0.00,5,56683,DotRef,6.30
106048050,None,2,primary,None,12.30,7.00,6,56683,DotRef,6.30
106089340,None,2,primary,None,12.30,0.00,5,6778,DotRef,6.30
106089365,None,2,primary,None,12.30,0.00,5,6778,DotRef,6.30
106164843,None,2,primary,None,12.30,0.00,5,106164843,primary,6.30
106292657,None,2,primary,None,12.30,7.00,6,27490,DotRef,6.30
106292658,None,2,primary,None,12.30,5.80,6,27765,DotRef,6.30
106581315,None,2,primary,None,12.30,0.00,5,7050,DotRef,6.30
106581320,None,2,primary,None,12.30,9.60,6,28768,DotRef,6.30
106581327,None,2,primary,None,12.30,8.20,6,58162,DotRef,6.30
106611671,None,2,primary,None,12.30,None,6,106611671,primary,6.30
106804694,None,2,primary,None,12.30,None,6,7067,DotRef,6.30
106804695,None,2,primary,None,12.30,None,6,7067,DotRef,6.30
106939133,None,2,primary,None,12.30,0.00,5,106939133,primary,6.30
106940034,None,2,primary,None,12.30,0.00,5,106940034,primary,6.30
107029832,None,2,primary,None,12.30,None,6,18396,DotRef,6.30
107158281,None,1,primary,None,9.15,32.00,2c,56890,DotRef,3.15
107248689,None,2,primary,None,12.30,0.00,5,47597,DotRef,6.30
107248710,None,1,primary,None,9.15,None,6,107248710,primary,3.15
107248711,None,1,primary,None,9.15,None,6,107248711,primary,3.15
107248719,None,2,primary,None,12.30,0.00,5,47597,DotRef,6.30
107677719,None,4,primary,None,18.60,9.00,6,26889,DotRef,12.60
107950198,None,1,primary,None,9.15,19.10,2a,58306,DotRef,3.15
108032143,None,2,primary,None,12.30,6.00,6,37121,DotRef,6.30
108143213,None,2,primary,None,12.30,8.50,6,8064,DotRef,6.30
108282202,None,1,primary,None,9.15,6.60,6,58327,DotRef,3.15
108282205,None,1,primary,None,9.15,7.10,6,58327,DotRef,3.15
108285793,None,2,primary,None,12.30,17.90,4a,0,None,6.30
108285811,None,3,primary,None,15.45,18.00,4a,80722,DotRef,9.45
108352376,None,2,primary,None,12.30,11.70,2a,36693,DotRef,6.30
108469925,None,2,primary,None,12.30,6.90,6,56665,DotRef,6.30
108469933,None,2,primary,None,12.30,6.40,6,56665,DotRef,6.30
108646376,None,2,primary,None,12.30,10.40,3a,37718,DotRef,6.30
108791853,None,2,primary,None,12.30,8.00,6,47269,DotRef,6.30
108804581,None,2,primary,None,12.30,11.60,3a,28534,DotRef,6.30
108804588,None,2,primary,None,12.30,0.00,5,28534,DotRef,6.30
108804592,None,2,primary,None,12.30,0.00,5,28534,DotRef,6.30
108804594,None,2,primary,None,12.30,6.00,6,28534,DotRef,6.30
108804597,None,2,primary,None,12.30,0.00,5,28534,DotRef,6.30
108804599,None,2,primary,None,12.30,0.00,5,28534,DotRef,6.30
108817992,None,2,primary,None,12.30,5.80,6,57771,DotRef,6.30
108817996,None,2,primary,None,12.30,6.70,6,57771,DotRef,6.30
108955256,None,2,primary,None,12.30,0.00,5,38147,DotRef,6.30
108955257,no,2,primary,None,12.30,7.00,6,38147,DotRef,6.30
108971140,None,2,primary,None,12.30,0.00,5,46795,DotRef,6.30
108982518,None,2,primary,None,12.30,8.00,6,57033,DotRef,6.30
109034695,None,2,primary,None,12.30,7.00,6,56634,DotRef,6.30
109034696,None,2,primary,None,12.30,7.00,6,56634,DotRef,6.30
109067718,None,3,primary,None,15.45,0.00,5,48549,DotRef,9.45
109067719,None,2,primary,None,12.30,25.70,1b,8511,DotRef,6.30
109083320,None,2,primary,None,12.30,6.00,6,7064,DotRef,6.30
109083324,None,2,primary,None,12.30,6.70,6,17786,DotRef,6.30
109083327,None,2,primary,None,12.30,9.40,6,17786,DotRef,6.30
109246188,None,2,primary,None,12.30,7.70,6,47099,DotRef,6.30
109277057,None,2,primary,None,12.30,6.90,6,37648,DotRef,6.30
109283609,None,2,primary,None,12.30,18.50,3a,27607,DotRef,6.30
109283613,None,2,primary,None,12.30,8.60,6,27607,DotRef,6.30
109285578,None,2,primary,None,12.30,128.60,1c,58310,DotRef,6.30
109352901,None,2,primary,None,12.30,10.80,1a,47729,DotRef,6.30
109371144,None,2,primary,None,12.30,None,6,38786,DotRef,6.30
109371145,None,2,primary,None,12.30,None,6,38786,DotRef,6.30
109411765,None,2,primary,None,12.30,7.50,6,16748,DotRef,6.30
109430032,None,2,primary,None,12.30,5.50,6,56674,DotRef,6.30
109430066,None,2,primary,None,12.30,7.70,6,56674,DotRef,6.30
109460418,None,2,primary,None,12.30,7.50,6,6892,DotRef,6.30
109460419,None,2,primary,None,12.30,8.20,6,6892,DotRef,6.30
109472704,None,2,primary,None,12.30,0.00,5,57234,DotRef,6.30
109472705,None,2,primary,None,12.30,0.00,5,57234,DotRef,6.30
109472706,None,2,primary,None,12.30,0.00,5,57234,DotRef,6.30
109472707,None,2,primary,None,12.30,0.00,5,57234,DotRef,6.30
109474620,None,2,primary,None,12.30,0.00,5,57033,DotRef,6.30
109474621,None,2,primary,None,12.30,8.00,6,57033,DotRef,6.30
109474893,None,2,primary,None,12.30,7.00,6,38772,DotRef,6.30
109474895,None,2,primary,None,12.30,0.00,5,38772,DotRef,6.30
109476912,None,2,primary,None,12.30,0.00,5,18663,DotRef,6.30
109476922,None,2,primary,None,12.30,0.00,5,18663,DotRef,6.30
109476923,None,2,primary,None,12.30,0.00,5,18663,DotRef,6.30
109476925,None,2,primary,None,12.30,7.00,6,18663,DotRef,6.30
109485747,None,2,primary,None,12.30,7.40,6,16852,DotRef,6.30
109495802,None,3,primary,None,15.45,0.00,5,47943,DotRef,9.45
109495803,None,3,primary,None,15.45,0.00,5,48419,DotRef,9.45
109704302,None,2,primary,None,12.30,17.70,2a,46656,DotRef,6.30
109850060,None,2,primary,None,12.30,7.40,6,8438,DotRef,6.30
109850065,None,2,primary,None,12.30,6.50,6,8438,DotRef,6.30
110459076,None,2,primary,None,12.30,7.40,6,73564,DotRef,6.30
110459078,None,2,primary,None,12.30,7.40,6,36668,DotRef,6.30
110464712,None,3,primary,None,15.45,9.00,6,27666,DotRef,9.45
110826940,None,2,primary,None,12.30,8.50,6,46660,DotRef,6.30
110996872,None,2,primary,None,12.30,4.70,6,57673,DotRef,6.30
110996874,None,2,primary,None,12.30,0.00,5,58089,DotRef,6.30
111571967,no,4,primary,None,18.60,0.00,5,26432,DotRef,12.60
111844043,None,2,primary,None,12.30,0.00,5,7651,DotRef,6.30
111871561,None,2,primary,None,12.30,None,6,111871561,primary,6.30
111971057,None,2,primary,None,12.30,23.70,3b,70192,DotRef,6.30
111991340,None,2,primary,None,12.30,10.70,1a,38463,DotRef,6.30
112172868,None,2,primary,None,12.30,22.40,1b,26775,DotRef,6.30
112391955,None,2,primary,None,12.30,8.00,6,7627,Lts,6.30
112980340,None,2,primary,None,12.30,21.40,2b,38590,DotRef,6.30
113744429,None,2,primary,None,12.30,10.80,3a,8507,DotRef,6.30
113785220,None,2,primary,None,12.30,5.70,6,47505,DotRef,6.30
114549413,None,1,primary,None,9.15,None,6,114549413,primary,3.15
114612822,None,2,primary,None,12.30,4.20,6,56944,DotRef,6.30
114650664,None,2,primary,None,12.30,0.00,5,114650664,primary,6.30
114657390,None,2,primary,None,12.30,None,6,46848,DotRef,6.30
115190199,None,3,primary,None,15.45,0.00,5,73562,DotRef,9.45
115536346,None,2,primary,None,12.30,7.80,6,49029,DotRef,6.30
115600318,None,2,primary,None,12.30,6.80,6,57771,DotRef,6.30
115600704,None,2,primary,None,12.30,7.00,6,8582,DotRef,6.30
115600707,None,2,primary,None,12.30,7.00,6,8582,DotRef,6.30
115647615,None,2,primary,None,12.30,0.00,5,115647615,primary,6.30
115647617,None,2,primary,None,12.30,0.00,5,115647617,primary,6.30
115674202,None,2,primary,None,12.30,0.00,5,38786,DotRef,6.30
115674203,None,2,primary,None,12.30,0.00,5,38786,DotRef,6.30
115674205,None,2,primary,None,12.30,0.00,5,38786,DotRef,6.30
115674212,None,2,primary,None,12.30,0.00,5,38786,DotRef,6.30
115797134,None,2,primary,None,12.30,None,6,115797134,primary,6.30
116309097,None,3,primary,None,15.45,7.60,6,28406,DotRef,9.45
116353208,None,2,primary,None,12.30,15.40,4a,946,Lts,6.30
116496863,no,2,primary,None,12.30,7.30,6,38683,DotRef,6.30
116615382,None,1,primary,None,9.15,18.00,1a,37914,DotRef,3.15
116811998,None,2,primary,None,12.30,7.70,6,37646,DotRef,6.30
116985254,None,2,primary,None,12.30,7.30,6,26660,DotRef,6.30
116985263,None,2,primary,None,12.30,0.00,5,46669,DotRef,6.30
116985268,None,3,primary,None,15.45,0.00,5,46669,DotRef,9.45
116985270,None,2,primary,None,12.30,0.00,5,16202,DotRef,6.30
116985272,None,2,primary,None,12.30,7.40,6,46669,DotRef,6.30
117057361,None,2,primary,None,12.30,7.50,6,27765,DotRef,6.30
117204410,None,2,primary,None,12.30,0.00,5,117204410,primary,6.30
117204431,None,2,primary,None,12.30,0.00,5,117204431,primary,6.30
117277064,None,1,primary,None,9.15,None,6,117277064,primary,3.15
117277070,None,2,primary,None,12.30,None,6,117277070,primary,6.30
117370814,None,2,primary,None,12.30,0.00,5,117370814,primary,6.30
117370816,None,2,primary,None,12.30,0.00,5,117370816,primary,6.30
117370818,None,2,primary,None,12.30,0.00,5,117370818,primary,6.30
117423125,None,2,primary,None,12.30,0.00,5,117423125,primary,6.30
117424264,None,2,primary,None,12.30,0.00,5,117424264,primary,6.30
117424265,None,1,primary,None,9.15,0.00,5,117424265,primary,3.15
117424266,None,1,primary,None,9.15,0.00,5,117424266,primary,3.15
117424267,None,2,primary,None,12.30,0.00,5,117424267,primary,6.30
117424268,None,3,primary,None,15.45,0.00,5,117424268,primary,9.45
117424269,None,2,primary,None,12.30,0.00,5,117424269,primary,6.30
117424270,None,2,primary,None,12.30,0.00,5,117424270,primary,6.30
117425217,None,2,primary,None,12.30,0.00,5,117425217,primary,6.30
117593358,None,2,primary,None,12.30,0.00,5,117593358,primary,6.30
117593359,None,2,primary,None,12.30,0.00,5,117593359,primary,6.30
117804517,None,2,primary,None,12.30,0.00,5,117804517,primary,6.30
117804518,None,2,primary,None,12.30,0.00,5,117804518,primary,6.30
117804519,None,2,primary,None,12.30,0.00,5,117804519,primary,6.30
117841287,None,2,primary,None,12.30,0.00,5,117841287,primary,6.30
117841290,None,2,primary,None,12.30,0.00,5,117841290,primary,6.30
117857851,None,2,primary,None,12.30,0.00,5,117857851,primary,6.30
117857862,None,2,primary,None,12.30,0.00,5,117857862,primary,6.30
117857866,None,2,primary,None,12.30,0.00,5,117857866,primary,6.30
117857868,None,2,primary,None,12.30,0.00,5,117857868,primary,6.30
117881821,None,2,primary,None,12.30,6.00,6,27671,DotRef,6.30
117881822,None,2,primary,None,12.30,7.20,6,27671,DotRef,6.30
118107099,None,2,primary,None,12.30,0.00,5,118107099,primary,6.30
118113103,None,2,primary,None,12.30,0.00,5,118113103,primary,6.30
